연번,식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,식당상태
9549,위바,"전북특별자치도 전주시 완산구 홍산중앙로 45, 4층 402호 일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1527-11 케이티빌딩 ,35.81757808,127.1087505,,기타,일반음식점,운영중
9550,쇼류켄라멘,"전북특별자치도 전주시 완산구 마전3길 12, 1층 일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1632-5 ,35.82380811,127.1029483,,일식,일반음식점,운영중
9551,(주)라이브어라이브,"전북특별자치도 전주시 완산구 풍남문2길 37-4, 2층 (전동)",전북특별자치도 전주시 완산구 전동 302-14 ,35.81308137,127.1474525,,기타,일반음식점,운영중
9552,월요일아침,"전북특별자치도 전주시 완산구 장승배기로 145, 1동 상가 13호 (삼천동1가, 광진궁전아파트)",전북특별자치도 전주시 완산구 삼천동1가 705-6 광진궁전아파트 ,35.79543188,127.1283246,,한식,일반음식점,운영중
9553,미가옥 평화점,"전북특별자치도 전주시 완산구 평화18길 14-5, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 721-7 ,35.79540724,127.1349074,063-909-2989,한식,일반음식점,운영중
9554,전주맛집한림옥,"전북특별자치도 전주시 완산구 물레방아3길 5, 1층 (태평동)",전북특별자치도 전주시 완산구 태평동 145-6 ,35.82313039,127.134729,063-213-1007,한식,일반음식점,운영중
9555,베리굿,"전북특별자치도 전주시 완산구 세내로 291, 103동 1층 120호일부호 (효자동3가, 힐스테이트 효자동)",전북특별자치도 전주시 완산구 효자동3가 1540-3 힐스테이트 효자동 ,35.81640881,127.111519,,분식,일반음식점,운영중
9556,맛샘고을,"전북특별자치도 전주시 완산구 반태산2길 20, 1층 (서노송동)",전북특별자치도 전주시 완산구 서노송동 745-71 ,35.8297008,127.1486143,063-282-0618,한식,일반음식점,운영중
9557,오디티(Oddity),"전북특별자치도 전주시 완산구 전주객사1길 61, 1층 (다가동4가)",전북특별자치도 전주시 완산구 다가동4가 110 ,35.81902185,127.138702,,경양식,일반음식점,운영중
9558,부타 효자점,"전북특별자치도 전주시 완산구 마전들로 7, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1656-12 ,35.82120929,127.0965145,,정종/대포집/소주방,일반음식점,운영중
9559,조선가,"전북특별자치도 전주시 완산구 홍산남로 29-25, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1237-7 ,35.81638733,127.1049682,,한식,일반음식점,운영중
9560,명품꽈배기 서곡점,"전북특별자치도 전주시 완산구 세내로 528, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1463-6 ,35.83325959,127.1013036,,기타,일반음식점,운영중
9561,고기대통령,"전북특별자치도 전주시 완산구 평화로 203, 1~2층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 725-3 1~2층 ,35.79469553,127.1362095,,한식,일반음식점,운영중
9562,노송광장,"전북특별자치도 전주시 완산구 견훤왕궁로 60, 1층 (중노송동)",전북특별자치도 전주시 완산구 중노송동 361-10 ,35.82588573,127.1533697,,한식,일반음식점,운영중
9563,가마솥식당,"전북특별자치도 전주시 완산구 중산2길 10, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 634-4 ,35.81437218,127.1213901,,한식,일반음식점,운영중
9564,푸드판다,"전북특별자치도 전주시 완산구 서신천변11길 5, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 817-5 ,35.83000831,127.1137915,,한식,일반음식점,운영중
9565,제르,"전북특별자치도 전주시 완산구 홍산북로 46-23, 1층 103호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1533-2 ,35.81673722,127.1071774,,경양식,일반음식점,운영중
9566,태평푸줏간,"전북특별자치도 전주시 완산구 물레방아3길 3-25, 2층 (태평동)",전북특별자치도 전주시 완산구 태평동 123-14 백양국수공장 ,35.82296315,127.1340336,,한식,일반음식점,운영중
9567,미쓰디올,"전북특별자치도 전주시 완산구 홍산2길 13, 주건축물제1동 1층 101호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1543-7 ,35.81488697,127.1104846,,경양식,일반음식점,운영중
9568,33떡볶이&꼬마김밥 전주효자점,"전북특별자치도 전주시 완산구 서원로 10, 1층 103호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1724-1 ,35.8133963,127.0954964,,한식,일반음식점,운영중
9569,세븐,"전북특별자치도 전주시 완산구 신촌4길 18-10, 3층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 774-1 ,35.81860729,127.1163194,,기타,일반음식점,운영중
9570,채뚜껑삼겹살,"전북특별자치도 전주시 완산구 평화19길 13, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 714-6 ,35.7951571,127.1377312,063-226-1433,한식,일반음식점,운영중
9571,달로디,"전북특별자치도 전주시 완산구 향교길 27, 1층 (교동)",전북특별자치도 전주시 완산구 교동 243-1 ,35.811764,127.1510739,,경양식,일반음식점,운영중
9572,순정닭발 신시가지점,"전북특별자치도 전주시 완산구 후곡길 31-35, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1305-7 ,35.81145768,127.0941905,,한식,일반음식점,운영중
9573,호주에서온스시 전북도청점,"전북특별자치도 전주시 완산구 홍산남로 51, 1층 101호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1534-3 ,35.81600952,127.1074954,,중국식,일반음식점,운영중
9574,홍달이네,"전북특별자치도 전주시 완산구 동문길 33, 1층 (풍남동2가)",전북특별자치도 전주시 완산구 풍남동2가 24 한옥마을 커피로드 ,35.81900896,127.1521256,,경양식,일반음식점,운영중
9575,자매포차,"전북특별자치도 전주시 완산구 거마산로 10, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 627-9 ,35.79692207,127.1225334,,호프/통닭,일반음식점,운영중
9576,마선생마약국밥 효자점,"전북특별자치도 전주시 완산구 거마평로 177, 1층일부층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 392 ,35.8081577,127.1158596,,경양식,일반음식점,운영중
9577,올리터카페앤디저트 전주중화산점,"전북특별자치도 전주시 완산구 신촌2길 9, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 444-4 ,35.81403533,127.1172331,,경양식,일반음식점,운영중
9578,로바다야끼그물 효자점,"전북특별자치도 전주시 완산구 홍산중앙로 17, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1155-9 ,35.81515343,127.1087333,,일식,일반음식점,운영중
9579,월드스크린골프,"전북특별자치도 전주시 완산구 용머리로 73, 지하2층 208호일부호 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 289-3 효자프라자 ,35.80704795,127.1181623,,기타,일반음식점,운영중
9580,한일,"전북특별자치도 전주시 완산구 전라감영4길 3-2, 1층 (중앙동4가)",전북특별자치도 전주시 완산구 중앙동4가 13-2 ,35.81585695,127.1448445,,한식,일반음식점,운영중
9581,원평마을회관,"전북특별자치도 전주시 완산구 어은로 22, 1동 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 185-1 ,35.8165034,127.1256713,,한식,일반음식점,운영중
9582,피스앤러브,"전북특별자치도 전주시 완산구 전라감영4길 5-1, 2층 (중앙동4가)",전북특별자치도 전주시 완산구 중앙동4가 10-1 ,35.81604567,127.1447651,,정종/대포집/소주방,일반음식점,운영중
9583,다이닝교,"전북특별자치도 전주시 완산구 전주천서로 81, 1층일부층 (동서학동)",전북특별자치도 전주시 완산구 동서학동 66 ,35.80992571,127.1524102,,경양식,일반음식점,운영중
9584,삼천빌리지삼천수산앤바베큐,"전북특별자치도 전주시 완산구 용와길 4-27, 주건축물2동~24동 1층 (평화동3가)",전북특별자치도 전주시 완산구 평화동3가 258-2 ,35.77878127,127.114282,,경양식,일반음식점,운영중
9585,카카퍼블릭하우스(KAKA PUBLIC HOUSE),"전북특별자치도 전주시 완산구 홍산북로 84-20, 3층 301호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1538-3 ,35.81673582,127.1106411,,"외국음식전문점(인도,태국등)",일반음식점,운영중
9586,코브커피앤바(kove coffee and bar),"전북특별자치도 전주시 완산구 서곡2길 13-9, 1층 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1440-3 ,35.83471949,127.1024825,,기타,일반음식점,운영중
9587,코지,"전북특별자치도 전주시 완산구 전라감영2길 28-27, 1층 (중앙동1가)",전북특별자치도 전주시 완산구 중앙동1가 46-2 ,35.81627295,127.1425052,,한식,일반음식점,운영중
9588,프리미엄쌈가,"전북특별자치도 전주시 완산구 우림로 1054, 1층 (중인동)",전북특별자치도 전주시 완산구 중인동 60 ,35.78064439,127.1066072,063-224-2040,한식,일반음식점,운영중
9589,본가옥,"전북특별자치도 전주시 완산구 온고을로 22, 1층 104호 (서신동)",전북특별자치도 전주시 완산구 서신동 970-3 ,35.83420327,127.1204635,,한식,일반음식점,운영중
9590,더헤링본,"전북특별자치도 전주시 완산구 홍산북로 83, 1층 101호 (효자동3가, 코오롱스카이타워)",전북특별자치도 전주시 완산구 효자동3가 1526-2 코오롱스카이타워 ,35.81830928,127.1113429,,한식,일반음식점,운영중
9591,두번먹는명인김치찜,"전북특별자치도 전주시 완산구 안터4길 17, 1층 일부호 (서신동, 장안원룸)",전북특별자치도 전주시 완산구 서신동 811-7 장안원룸 ,35.8293476,127.117097,,한식,일반음식점,운영중
9592,오늘도사시미효자점,"전북특별자치도 전주시 완산구 우전로 89, 102,103호일부호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1212-5 ,35.80323574,127.1011435,,일식,일반음식점,운영중
9593,유어재즈 서신점,"전북특별자치도 전주시 완산구 서신천변9길 9, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 824-1 ,35.82969798,127.1132637,,한식,일반음식점,운영중
9594,은주네,"전북특별자치도 전주시 완산구 우림로 733, 1층 (용복동)",전북특별자치도 전주시 완산구 용복동 540-69 ,35.76891197,127.0759047,063-222-2004,한식,일반음식점,운영중
9595,전일맥주중화산점,"전북특별자치도 전주시 완산구 신촌4길 18-8, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 774-2 ,35.81844547,127.1163765,,한식,일반음식점,운영중
9596,일상애락,"전북특별자치도 전주시 완산구 중인1길 30, 1층 (중인동)",전북특별자치도 전주시 완산구 중인동 219-1 ,35.77372993,127.1003691,,한식,일반음식점,운영중
9597,금암면옥 신시가지점,"전북특별자치도 전주시 완산구 홍산남로 71, 1층 101호일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1539-1 ,35.81598133,127.1097753,,한식,일반음식점,운영중
9598,이태리면가게 전주효자점,"전북특별자치도 전주시 완산구 용머리로 31, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 431-5 홈플러스 ,35.80657759,127.1142506,,경양식,일반음식점,운영중
9599,더마시랑게,"전북특별자치도 전주시 완산구 전동성당길 88, 1층,2층 (전동)",전북특별자치도 전주시 완산구 전동 58-1 ,35.81510964,127.1487698,,한식,일반음식점,운영중
9600,전일맥주 신시가지점,"전북특별자치도 전주시 완산구 봉곡로 116, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1327-2 ,35.81083673,127.1063803,,한식,일반음식점,운영중
9601,무모한초밥 효자신시가지점,"전북특별자치도 전주시 완산구 세내로 291, 103동 108호 (효자동3가, 힐스테이트 효자동)",전북특별자치도 전주시 완산구 효자동3가 1540-3 힐스테이트효자동 103동상가 108호 ,35.81640881,127.111519,063-221-9323,일식,일반음식점,운영중
9602,덮담 효자점,"전북특별자치도 전주시 완산구 홍산1길 21, 105동 148호 (효자동2가, 서희스타힐스)",전북특별자치도 전주시 완산구 효자동2가 1157-1 서희스타힐스 ,35.81433174,127.107315,,한식,일반음식점,운영중
9603,바싹순살핫후라이드치킨 서신점,"전북특별자치도 전주시 완산구 서신천변로 58, 1층 일부호 (서신동)",전북특별자치도 전주시 완산구 서신동 803-1 코리아사우나찜질방 ,35.8304915,127.1145387,,한식,일반음식점,운영중
9604,봄날스시,"전북특별자치도 전주시 완산구 홍산중앙로 19, 1층 일부호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1155-8 ,35.81534285,127.1087533,,일식,일반음식점,운영중
9605,솔브(solve),"전북특별자치도 전주시 완산구 우전1길 49-6, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1331-7 ,35.80848464,127.1052116,,한식,일반음식점,운영중
9606,육칠이 전북도청점,"전북특별자치도 전주시 완산구 세내로 291, 103동 1층 119호 (효자동3가, 힐스테이트 효자동)",전북특별자치도 전주시 완산구 효자동3가 1540-3 힐스테이트 효자동 ,35.81640881,127.111519,,한식,일반음식점,운영중
9607,역전할머니맥주 전주중산서원로점,"전북특별자치도 전주시 완산구 서원로 281, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 119-13 ,35.81212989,127.1253761,,한식,일반음식점,운영중
9608,굽네치킨 한옥마을점,"전북특별자치도 전주시 완산구 은행로 8, 1층 (풍남동1가)",전북특별자치도 전주시 완산구 풍남동1가 33-4 ,35.81923046,127.151581,063-282-8292,호프/통닭,일반음식점,운영중
9609,플러스82 전주점,"전북특별자치도 전주시 완산구 마전들로 67, 주건축물제1동 1층 102호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1648-1 유한빌딩 ,35.82122835,127.1026784,,한식,일반음식점,운영중
9610,조커닭,"전북특별자치도 전주시 완산구 고사평1길 4-6, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 947-13 ,35.83494997,127.1092428,,한식,일반음식점,운영중
9611,만사형통사주찻집,"전북특별자치도 전주시 완산구 태평5길 21, 1층 (태평동)",전북특별자치도 전주시 완산구 태평동 42-18 ,35.82365403,127.1436765,,한식,일반음식점,운영중
9612,도야,"전북특별자치도 전주시 완산구 석산2길 5-10, 1층 일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1696-9 ,35.81994549,127.1046959,,한식,일반음식점,운영중
9613,육회란연어다 전주신시가지점,"전북특별자치도 전주시 완산구 홍산2길 13, 주건축물제1동 1층 101호일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1543-7 ,35.81488697,127.1104846,,한식,일반음식점,운영중
9614,황금코다리 중인1호점,"전북특별자치도 전주시 완산구 우림로 1042, 주건축물제2동 1층 (중인동)",전북특별자치도 전주시 완산구 중인동 58 ,35.77986547,127.106096,063-222-5573,한식,일반음식점,운영중
9615,바베큐79,"전북특별자치도 전주시 완산구 학봉2길 7, 1층 (동서학동)",전북특별자치도 전주시 완산구 동서학동 258-7 ,35.80588705,127.1535816,,한식,일반음식점,운영중
9616,전주곳간,"전북특별자치도 전주시 완산구 신봉5길 6-8, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 621-2 ,35.81112635,127.1150854,,한식,일반음식점,운영중
9617,냅스위트(NAP SWEET),"전북특별자치도 전주시 완산구 태진로 16, 1층 (태평동)",전북특별자치도 전주시 완산구 태평동 213-2 ,35.82238577,127.1377251,,한식,일반음식점,운영중
9618,삼백칼국수보쌈,"전북특별자치도 전주시 완산구 우전로 107, 주건축물제1동 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1204-8 ,35.80461671,127.1001985,,한식,일반음식점,운영중
9619,정든집,"전북특별자치도 전주시 완산구 고사평로 27, 1층 일부호 (서신동)",전북특별자치도 전주시 완산구 서신동 925-6 ,35.83653138,127.1098007,,한식,일반음식점,운영중
9620,고순이감자탕 전주신시가지점,"전북특별자치도 전주시 완산구 우전로 302, 1층 일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1643-9 ,35.82144094,127.1021781,,한식,일반음식점,운영중
9621,벚꽃길한우,"전북특별자치도 전주시 완산구 장교로 31, 주건축물제3동 1층 (평화동3가)",전북특별자치도 전주시 완산구 평화동3가 221-1 ,35.78602235,127.1123102,,한식,일반음식점,운영중
9622,카츠레츠,"전북특별자치도 전주시 완산구 우전로 203, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1252-4 ,35.81273956,127.1016783,,경양식,일반음식점,운영중
9623,인더포크,"전북특별자치도 전주시 완산구 홍산북로 23-9, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1230-3 플러스라이프 ,35.8181489,127.1042955,,한식,일반음식점,운영중
9624,진담동앤소바,"전북특별자치도 전주시 완산구 홍산남로 55, 1층 103호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1534-5 ,35.8160137,127.1080597,,중국식,일반음식점,운영중
9625,불구멍,"전북특별자치도 전주시 완산구 홍산중앙로 18, 1층 101호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1541-9 ,35.81514884,127.1093309,,한식,일반음식점,운영중
9626,미가옥(중화산점),"전북특별자치도 전주시 완산구 메너머1길 7, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 578 ,35.82087456,127.1219272,,중국식,일반음식점,운영중
9627,깡우동 전주삼천점,"전북특별자치도 전주시 완산구 용리로 26, 1층 105호 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 284-61 ,35.79846274,127.1126146,063-224-8885,한식,일반음식점,운영중
9628,1938맨션1층,"전북특별자치도 전주시 완산구 어진길 78, 1층 (경원동2가)",전북특별자치도 전주시 완산구 경원동2가 63 ,35.81728396,127.1503512,,한식,일반음식점,운영중
9629,딥골드카페앤베이커리(DeepGold_Cafe&bakery),"전북특별자치도 전주시 완산구 거마남로 26-1, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 663-1 ,35.79470196,127.1196703,,한식,일반음식점,운영중
9630,벚꽃길한우별관,"전북특별자치도 전주시 완산구 장교로 31, 주건축물제4동 1층 (평화동3가)",전북특별자치도 전주시 완산구 평화동3가 221-1 ,35.78602235,127.1123102,,한식,일반음식점,운영중
9631,이랜드이츠애슐리퀸즈NC 전주점,"전북특별자치도 전주시 완산구 전주객사4길 24-47, B동 4층 (고사동)",전북특별자치도 전주시 완산구 고사동 105 NCWAVE ,35.81920809,127.1445984,,패밀리레스트랑,일반음식점,운영중
9632,밥플릭스 효자점,"전북특별자치도 전주시 완산구 거마평로 227, 1층 일부호 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 535-81 ,35.81235144,127.1137661,,한식,일반음식점,운영중
9633,고기싸롱 평화점,"전북특별자치도 전주시 완산구 장승배기로 200, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 710-4 SC제일은행 ,35.79601922,127.1347791,,한식,일반음식점,운영중
9634,감탄떡볶이 효자2호점,"전북특별자치도 전주시 완산구 호암로 23, 1층 102호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1313-5 ,35.80930856,127.0972577,063-221-1600,분식,일반음식점,운영중
9635,페리카나 효자점,"전북특별자치도 전주시 완산구 강변로 220-16, 제근린생활시설동 1층 103호 (효자동1가, 삼호아파트)",전북특별자치도 전주시 완산구 효자동1가 364-3 삼호아파트 ,35.80952261,127.1139413,,한식,일반음식점,운영중
9636,2층치킨,"전북특별자치도 전주시 완산구 세내로 291, 103동 1층 103호 (효자동3가, 힐스테이트 효자동)",전북특별자치도 전주시 완산구 효자동3가 1540-3 힐스테이트 효자동 ,35.81640881,127.111519,,호프/통닭,일반음식점,운영중
9637,육회야문연어 전주점,"전북특별자치도 전주시 완산구 영경1길 6-3, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 653-10 ,35.81760622,127.1236341,,한식,일반음식점,운영중
9638,민주네곱창,"전북특별자치도 전주시 완산구 모악로 4703, 상가4동 1층 108호 (평화동2가)",전북특별자치도 전주시 완산구 평화동2가 259-5 삼성강남아파트 ,35.78947388,127.129529,063-905-5829,한식,일반음식점,운영중
9639,에키,"전북특별자치도 전주시 완산구 전라감영4길 15-1, 1층 (중앙동2가)",전북특별자치도 전주시 완산구 중앙동2가 16-5 ,35.81685514,127.144524,,한식,일반음식점,운영중
9640,두리분식,"전북특별자치도 전주시 완산구 효천중앙로 49, 1층 103호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1377-4 효천빌딩 ,35.79895465,127.1072212,,한식,일반음식점,운영중
9641,갈페,"전북특별자치도 전주시 완산구 전주객사5길 100, 2층 (고사동)",전북특별자치도 전주시 완산구 고사동 1-13 박은재내과 ,35.82251456,127.144408,,한식,일반음식점,운영중
9642,롯데컬처웍스(주)롯데시네마 전주평화스위트샵,"전북특별자치도 전주시 완산구 백제대로 10, 2동 1층 101호일부호 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 604-1 전주롯데시네마 평화점 ,35.79642816,127.1327391,,한식,일반음식점,운영중
9643,빛의안부,"전북특별자치도 전주시 완산구 전주객사2길 74-11, 1층 (고사동)",전북특별자치도 전주시 완산구 고사동 324-58 ,35.82028676,127.1403926,,한식,일반음식점,운영중
9644,미라이,"전북특별자치도 전주시 완산구 충경로 29, 1층 (중앙동1가)",전북특별자치도 전주시 완산구 중앙동1가 4-1 ,35.81743532,127.1424595,,일식,일반음식점,운영중
9645,강스브런치,"전북특별자치도 전주시 완산구 서곡4길 9, 1층 일부호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1423-4 ,35.83544163,127.1026294,,한식,일반음식점,운영중
9646,디드 꽃동산점,"전북특별자치도 전주시 완산구 곤지산3길 2, 1층 일부호 (동완산동)",전북특별자치도 전주시 완산구 동완산동 402-5 ,35.80883381,127.1445767,,기타,일반음식점,운영중
9647,베아트리체,"전북특별자치도 전주시 완산구 홍산남로 11-8, 1층 일부호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1238-1 ,35.81604111,127.1032568,,한식,일반음식점,운영중
9648,포차어울림,"전북특별자치도 전주시 완산구 성지산3길 22, 1층 (효자동1가)",전북특별자치도 전주시 완산구 효자동1가 547-9 ,35.80570827,127.121076,,한식,일반음식점,운영중
9649,롯데컬처웍스(주)롯데시네마 전주스위트샵,"전북특별자치도 전주시 완산구 온고을로 2, 7층 (서신동)",전북특별자치도 전주시 완산구 서신동 971 롯데백화점 ,35.83446563,127.1218331,,기타,일반음식점,운영중
9650,요시,"전북특별자치도 전주시 완산구 노송광장로 44, 1층 일부호 (서노송동)",전북특별자치도 전주시 완산구 서노송동 568-107 ,35.82507193,127.1466162,,한식,일반음식점,운영중
9651,명륜진사갈비 중화산점,"전북특별자치도 전주시 완산구 서원로 275, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 140 ,35.8121336,127.1246458,,한식,일반음식점,운영중
9652,소음,"전북특별자치도 전주시 완산구 전주객사3길 12-29, 2층 (고사동)",전북특별자치도 전주시 완산구 고사동 422 ,35.81818229,127.1435692,,한식,일반음식점,운영중
9653,율담 삼천점,"전북특별자치도 전주시 완산구 용리로 32, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 284-12 ,35.79850368,127.113278,,한식,일반음식점,운영중
9654,조선황제소갈비살 전주직영점,"전북특별자치도 전주시 완산구 홍산남로 75, 1층 101호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1539-3 승우빌딩 ,35.81601148,127.1101955,,한식,일반음식점,운영중
9655,카페이음,"전북특별자치도 전주시 완산구 용머리로 217, 1층,2층 (서완산동2가)",전북특별자치도 전주시 완산구 서완산동2가 352-2 ,35.80836733,127.1335389,,한식,일반음식점,운영중
9656,매튜커피랩,"전북특별자치도 전주시 완산구 선너머4길 33, 1층 (중화산동1가)",전북특별자치도 전주시 완산구 중화산동1가 218-12 ,35.81522038,127.1327121,,한식,일반음식점,운영중
9657,국밥참맛있는집 서신점,"전북특별자치도 전주시 완산구 유연로 291, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 857-5 ,35.82556314,127.1172385,,한식,일반음식점,운영중
9658,황금포차,"전북특별자치도 전주시 완산구 권삼득로 79, 1층 (서노송동)",전북특별자치도 전주시 완산구 서노송동 668-2 ,35.8283602,127.1451312,,한식,일반음식점,운영중
9659,치코파닭 평화점,"전북특별자치도 전주시 완산구 꽃밭정3길 30, 상가동 1층 101호 (평화동1가, 효성아파트)",전북특별자치도 전주시 완산구 평화동1가 593 효성아파트 ,35.79810295,127.1337609,,한식,일반음식점,운영중
9660,진강촌숯불닭갈비,"전북특별자치도 전주시 완산구 평화18길 29-5, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 730-6 ,35.79452094,127.1332355,,한식,일반음식점,운영중
9661,역전뚝배기짬뽕 평화점,"전북특별자치도 전주시 완산구 평화19길 10, 1층 (평화동1가)",전북특별자치도 전주시 완산구 평화동1가 738-10 ,35.79488332,127.1372585,,중국식,일반음식점,운영중
9662,굽네치킨 효자신시가지점,"전북특별자치도 전주시 완산구 호암로 80, 1층 A10299호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1319-2 ,35.80833365,127.1030888,063-236-9294,호프/통닭,일반음식점,운영중
9663,순이네,"전북특별자치도 전주시 완산구 용리로 114, 1층 일부호 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 606-1 ,35.79835303,127.1222411,,한식,일반음식점,운영중
9664,전주우가,"전북특별자치도 전주시 완산구 바우배기1길 31-9, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1243-8 ,35.81514387,127.1050153,,한식,일반음식점,운영중
9665,솔이부엌,"전북특별자치도 전주시 완산구 중산중앙로 38, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 629-2 ,35.81638019,127.1223639,,한식,일반음식점,운영중
9666,블랙올리브,"전북특별자치도 전주시 완산구 홍산북로 11-3, 1층 102호 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1227-2 ,35.81772329,127.1028174,,경양식,일반음식점,운영중
9667,온담도시락,"전북특별자치도 전주시 완산구 인정4길 16-6, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 581-3 ,35.82003471,127.121704,,한식,일반음식점,운영중
9668,까사디노이,"전북특별자치도 전주시 완산구 소태정5길 19, 1층 (효자동2가)",전북특별자치도 전주시 완산구 효자동2가 1202-2 ,35.8039817,127.0984465,,경양식,일반음식점,운영중
9669,리피트(REPEAT),"전북특별자치도 전주시 완산구 마전들로 74, 1층 103호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1694-2 ,35.82082898,127.1035129,,한식,일반음식점,운영중
9670,디폴트,"전북특별자치도 전주시 완산구 양지1길 11, 1층 (삼천동1가)",전북특별자치도 전주시 완산구 삼천동1가 274-9 ,35.79155201,127.1190744,,한식,일반음식점,운영중
9671,애플꼬마김밥 효자점,"전북특별자치도 전주시 완산구 홍산남로 82, 주건축물제1동 1층 103호 (효자동3가)",전북특별자치도 전주시 완산구 효자동3가 1541-1 ,35.81555699,127.1108977,,한식,일반음식점,운영중
9672,냠냠숯불두마리치킨 전주효자점,"전북특별자치도 전주시 완산구 화산천변로 14, 1층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 759-2 ,35.82021165,127.1163238,,한식,일반음식점,운영중
9673,탕화쿵푸마라탕 서신점,"전북특별자치도 전주시 완산구 당산로 110, 1층 (서신동)",전북특별자치도 전주시 완산구 서신동 785-6 ,35.83199435,127.1203661,,중국식,일반음식점,운영중
9674,화천짱구수산,"전북특별자치도 전주시 완산구 화산천변로 27, 1층~2층 (중화산동2가)",전북특별자치도 전주시 완산구 중화산동2가 748-5 ,35.82151585,127.1159552,,한식,일반음식점,운영중
9675,파리브레드2023,"전북특별자치도 전주시 완산구 동문길 91-1, 1층 (경원동2가)",전북특별자치도 전주시 완산구 경원동2가 37-3 ,35.81806737,127.1489707,,경양식,일반음식점,운영중
